Ubicacion,Tipo
madremanya,Municipio
maia montcal,Municipio
masarac,Municipio
massanes,Municipio
meranges,Municipio
mieres,Municipio
mollet peralada,Municipio
mollo,Municipio
montagut,Municipio
mont,Municipio
navata,Municipio
ogassa,Municipio
olot,Municipio
ordis,Municipio
osor,Municipio
palafrugell,Municipio
palamos,Municipio
palau santa eulalia,Municipio
palau sator,Municipio
palau saverdera,Municipio
palol revardit,Municipio
pals,Municipio
pardines,Municipio
parlava,Municipio
,Municipio
pedret marza,Municipio
pera,Municipio
peralada,Municipio
planes,Municipio
planoles,Municipio
pont molins,Municipio
pontos,Municipio
porqueres,Municipio
port selva,Municipio
portbou,Municipio
preses,Municipio
puigcerda,Municipio
quart,Municipio
queralbs,Municipio
rabos,Municipio
regencos,Municipio
ribes freser,Municipio
riells viabrea,Municipio
ripoll,Municipio
riudarenes,Municipio
riudaura,Municipio
riudellots selva,Municipio
riumors,Municipio
roses,Municipio
rupia,Municipio
sales llierca,Municipio
salt,Municipio
sant andreu salou,Municipio
sant aniol finestres,Municipio
sant climent sescebes,Municipio
sant feliu buixalleu,Municipio
sant feliu guixols,Municipio
sant feliu pallerols,Municipio
sant ferriol,Municipio
sant gregori,Municipio
sant hilari sacalm,Municipio
sant jaume llierca,Municipio
sant joan abadesses,Municipio
sant joan mollet,Municipio
sant joan fonts,Municipio
sant jordi desvalls,Municipio
sant julia ramis,Municipio
sant julia llor bonmati,Municipio
sant llorenc muga,Municipio
sant marti llemena,Municipio
sant marti vell,Municipio
sant miquel campmajor,Municipio
sant miquel fluvia,Municipio
sant mori,Municipio
sant seguries,Municipio
sant pere pescador,Municipio
santa coloma farners,Municipio
santa cristina,Municipio
santa llogaia,Municipio
santa,Municipio
sarria,Municipio
saus,Municipio
selva,Municipio
serinya,Municipio
serra daro,Municipio
setcases,Municipio
sils,Municipio
siurana,Municipio
susqueda,Municipio
tallada,Municipio
terrades,Municipio
torrent,Municipio
torroella fluvia,Municipio
torroella montgri,Municipio
tortella,Municipio
toses,Municipio
tossa,Municipio
ulla,Municipio
ullastret,Municipio
ultramort,Municipio
urus,Municipio
vajol,Municipio
vall bianya,Municipio
vall,Municipio
vallfogona ripolles,Municipio
vall llobrega,Municipio
ventallo,Municipio
verges,Municipio
vidra,Municipio
vidreres,Municipio
vilabertran,Municipio
vilablareix,Municipio
viladamat,Municipio
viladasens,Municipio
vilademuls,Municipio
viladrau,Municipio
vilafant,Municipio
vilajuiga,Municipio
vilallonga,Municipio
vilamacolum,Municipio
vilamalla,Municipio
vilamaniscle,Municipio
vilanant,Municipio
vila sacra,Municipio
vilaur,Municipio
vilobi,Municipio
vilopriu,Municipio
agron,Municipio
alamedilla,Municipio
albolote,Municipio
albondon,Municipio
albunan,Municipio
albunol,Municipio
albunuelas,Municipio
aldeire,Municipio
alfacar,Municipio
algarinejo,Municipio
alhama granada,Municipio
alhendin,Municipio
alicun ortega,Municipio
almegijar,Municipio
almunecar,Municipio
alpujarra sierra,Municipio
alquife,Municipio
arenas,Municipio
armilla,Municipio
atarfe,Municipio
baza,Municipio
beas granada,Municipio
beas guadix,Municipio
benalua,Municipio
benalua villas,Municipio
benamaurel,Municipio
berchules,Municipio
bubion,Municipio
busquistar,Municipio
cacin,Municipio
cadiar,Municipio
cajar,Municipio
calahorra,Municipio
calicasas,Municipio
campotejar,Municipio
caniles,Municipio
canar,Municipio
capileira,Municipio
carataunas,Municipio
castaras,Municipio
castillejar,Municipio
castril,Municipio
cenes vega,Municipio
chauchina,Municipio
chimeneas,Municipio
churriana vega,Municipio
cijuela,Municipio
cogollos guadix,Municipio
cogollos vega,Municipio
colomera,Municipio
cortes baza,Municipio
cortes graena,Municipio
cuevas campo,Municipio
cullar,Municipio
cullar vega,Municipio
darro,Municipio
dehesas guadix,Municipio
deifontes,Municipio
diezma,Municipio
dilar,Municipio
dolar,Municipio
dudar,Municipio
durcal,Municipio
escuzar,Municipio
ferreira,Municipio
fonelas,Municipio
freila,Municipio
fuente vaqueros,Municipio
gabias,Municipio
galera,Municipio
gobernador,Municipio
gojar,Municipio
,Municipio
gorafe,Municipio
granada,Municipio
guadahortuna,Municipio
guadix,Municipio
guajares,Municipio
gualchos,Municipio
guejar sierra,Municipio
guevejar,Municipio
huelago,Municipio
hueneja,Municipio
huescar,Municipio
huetor santillan,Municipio
huetor tajar,Municipio
huetor vega,Municipio
illora,Municipio
itrabo,Municipio
iznalloz,Municipio
jayena,Municipio
jerez marquesado,Municipio
jete,Municipio
,Municipio
juviles,Municipio
lachar,Municipio
lanjaron,Municipio
lanteira,Municipio
lecrin,Municipio
lentegi,Municipio
lobras,Municipio
loja,Municipio
lugros,Municipio
lujar,Municipio
malaha,Municipio
maracena,Municipio
marchal,Municipio
moclin,Municipio
molvizar,Municipio
monachil,Municipio
montefrio,Municipio
montejicar,Municipio
montillana,Municipio
moraleda zafayona,Municipio
morelabor,Municipio
motril,Municipio
murtas,Municipio
nevada,Municipio
niguelas,Municipio
nivar,Municipio
ogijares,Municipio
orce,Municipio
orgiva,Municipio
otivar,Municipio
otura,Municipio
padul,Municipio
pampaneira,Municipio
pedro martinez,Municipio
peligros,Municipio
peza,Municipio
pinar,Municipio
pinos genil,Municipio
pinos puente,Municipio
pinar,Municipio
policar,Municipio
polopos,Municipio
portugos,Municipio
puebla fadrique,Municipio
pulianas,Municipio
purullena,Municipio
quentar,Municipio
rubite,Municipio
salar,Municipio
salobrena,Municipio
santa cruz comercio,Municipio
santa,Municipio
soportujar,Municipio
sorvilan,Municipio
taha,Municipio
torre cardela,Municipio
torvizcon,Municipio
trevelez,Municipio
turon,Municipio
ugijar,Municipio
valle,Municipio
valle zalabi,Municipio
,Municipio
vegas genil,Municipio
velez benaudalla,Municipio
ventas huelma,Municipio
villamena,Municipio
villanueva torres,Municipio
villanueva mesia,Municipio
viznar,Municipio
zafarraya,Municipio
zagra,Municipio
zubia,Municipio
zujar,Municipio
abanades,Municipio
ablanque,Municipio
adobes,Municipio
alaminos,Municipio
alarilla,Municipio
albalate zorita,Municipio
albares,Municipio
albendiego,Municipio
alcocer,Municipio
alcolea penas,Municipio
alcolea pinar,Municipio
alcoroches,Municipio
aldeanueva guadalajara,Municipio
algar mesa,Municipio
algora,Municipio
alhondiga,Municipio
alique,Municipio
almadrones,Municipio
almoguera,Municipio
almonacid zorita,Municipio
alocen,Municipio
alovera,Municipio
alustante,Municipio
angon,Municipio
anguita,Municipio
anquela ducado,Municipio
anquela pedregal,Municipio
aranzueque,Municipio
arbancon,Municipio
arbeteta,Municipio
argecilla,Municipio
armallones,Municipio
armuna tajuna,Municipio
arroyo fraguas,Municipio
atanzon,Municipio
atienza,Municipio
aunon,Municipio
azuqueca henares,Municipio
baides,Municipio
banos tajo,Municipio
banuelos,Municipio
barriopedro,Municipio
berninches,Municipio
bodera,Municipio
brihuega,Municipio
budia,Municipio
bujalaro,Municipio
bustares,Municipio
cabanillas campo,Municipio
campillo duenas,Municipio
campillo ranas,Municipio
campisabalos,Municipio
canredondo,Municipio
cantalojas,Municipio
canizar,Municipio
cardoso sierra,Municipio
casa uceda,Municipio
casar,Municipio
casas galindo,Municipio
caspuenas,Municipio
castejon henares,Municipio
castellar muela,Municipio
castilforte,Municipio
castilnuevo,Municipio
cendejas enmedio,Municipio
cendejas torre,Municipio
centenera,Municipio
checa,Municipio
chequilla,Municipio
chillaron,Municipio
chiloeches,Municipio
cifuentes,Municipio
cincovillas,Municipio
ciruelas,Municipio
ciruelos pinar,Municipio
cobeta,Municipio
cogollor,Municipio
cogolludo,Municipio
condemios abajo,Municipio
condemios,Municipio
congostrina,Municipio
copernal,Municipio
corduente,Municipio
cubillo uceda,Municipio
driebes,Municipio
duron,Municipio
embid,Municipio
escamilla,Municipio
escariche,Municipio
escopete,Municipio
espinosa henares,Municipio
esplegares,Municipio
estables,Municipio
estriegana,Municipio
fontanar,Municipio
fuembellida,Municipio
fuencemillan,Municipio
fuentelahiguera albatages,Municipio
fuentelencina,Municipio
fuentelsaz,Municipio
fuentelviejo,Municipio
fuentenovilla,Municipio
gajanejos,Municipio
galapagos,Municipio
galve sorbe,Municipio
gascuena bornova,Municipio
guadalajara,Municipio
henche,Municipio
heras ayuso,Municipio
herreria,Municipio
hiendelaencina,Municipio
hijes,Municipio
hita,Municipio
hombrados,Municipio
hontoba,Municipio
horche,Municipio
hortezuela ocen,Municipio
huerce,Municipio
huermeces cerro,Municipio
huertahernando,Municipio
hueva,Municipio
humanes,Municipio
illana,Municipio
iniestola,Municipio
inviernas,Municipio
irueste,Municipio
jadraque,Municipio
jirueque,Municipio
ledanca,Municipio
loranca tajuna,Municipio
lupiana,Municipio
luzaga,Municipio
luzon,Municipio
majaelrayo,Municipio
malaga fresno,Municipio
malaguilla,Municipio
mandayona,Municipio
mantiel,Municipio
maranchon,Municipio
marchamalo,Municipio
masegoso tajuna,Municipio
matarrubia,Municipio
matillas,Municipio
mazarete,Municipio
mazuecos,Municipio
medranda,Municipio
megina,Municipio
membrillera,Municipio
miedes atienza,Municipio
mierla,Municipio
millana,Municipio
milmarcos,Municipio
minosa,Municipio
mirabueno,Municipio
miralrio,Municipio
mochales,Municipio
mohernando,Municipio
molina aragon,Municipio
monasterio,Municipio
mondejar,Municipio
montarron,Municipio
moratilla meleros,Municipio
morenilla,Municipio
muduex,Municipio
navas jadraque,Municipio
negredo,Municipio
ocentejo,Municipio
olivar,Municipio
olmeda cobeta,Municipio
olmeda jadraque,Municipio
ordial,Municipio
orea,Municipio
palmaces jadraque,Municipio
pardos,Municipio
paredes siguenza,Municipio
pareja,Municipio
pastrana,Municipio
pedregal,Municipio
penalen,Municipio
penalver,Municipio
peralejos truchas,Municipio
peralveche,Municipio
pinilla jadraque,Municipio
pinilla molina,Municipio
pioz,Municipio
piqueras,Municipio
pobo duenas,Municipio
poveda sierra,Municipio
pozo almoguera,Municipio
pozo guadalajara,Municipio
pradena atienza,Municipio
prados redondos,Municipio
puebla belena,Municipio
puebla valles,Municipio
quer,Municipio
rebollosa jadraque,Municipio
recuenco,Municipio
renera,Municipio
retiendas,Municipio
riba saelices,Municipio
rillo gallo,Municipio
riofrio llano,Municipio
robledillo mohernando,Municipio
robledo corpes,Municipio
romanillos atienza,Municipio
romanones,Municipio
rueda sierra,Municipio
sacecorbo,Municipio
sacedon,Municipio
saelices,Municipio
salmeron,Municipio
andres congosto,Municipio
andres,Municipio
santiuste,Municipio
sauca,Municipio
sayaton,Municipio
selas,Municipio
semillas,Municipio
setiles,Municipio
sienes,Municipio
siguenza,Municipio
solanillos extremo,Municipio
somolinos,Municipio
sotillo,Municipio
sotodosos,Municipio
tamajon,Municipio
taragudo,Municipio
taravilla,Municipio
tartanedo,Municipio
tendilla,Municipio
terzaga,Municipio
tierzo,Municipio
toba,Municipio
tordellego,Municipio
tordelrabano,Municipio
tordesilos,Municipio
torija,Municipio
torre burgo,Municipio
torrecuadrada molina,Municipio
torrecuadradilla,Municipio
torrejon,Municipio
torremocha jadraque,Municipio
torremocha campo,Municipio
torremocha pinar,Municipio
torremochuela,Municipio
torrubia,Municipio
tortola henares,Municipio
tortuera,Municipio
tortuero,Municipio
traid,Municipio
trijueque,Municipio
trillo,Municipio
uceda,Municipio
ujados,Municipio
utande,Municipio
valdarachas,Municipio
valdearenas,Municipio
valdeavellano,Municipio
valdeaveruelo,Municipio
valdeconcha,Municipio
valdegrudas,Municipio
valdelcubo,Municipio
valdenuno fernandez,Municipio
valdepenas sierra,Municipio
valderrebollo,Municipio
valdesotos,Municipio
valfermoso tajuna,Municipio
valhermoso,Municipio
valtablado,Municipio
valverde arroyos,Municipio
viana jadraque,Municipio
villanueva alcoron,Municipio
villanueva argecilla,Municipio
villanueva torre,Municipio
villares jadraque,Municipio
villaseca henares,Municipio
villaseca uceda,Municipio
villel mesa,Municipio
vinuelas,Municipio
yebes,Municipio
yebra,Municipio
yelamos abajo,Municipio
yelamos,Municipio
yunquera henares,Municipio
yunta,Municipio
zaorejas,Municipio
zarzuela jadraque,Municipio
zorita canes,Municipio
abaltzisketa,Municipio
aduna,Municipio
,Municipio
aizarnazabal,Municipio
albiztur,Municipio
alegia,Municipio
alkiza,Municipio
altzaga,Municipio
altzo,Municipio
amezketa,Municipio
andoain,Municipio
anoeta,Municipio
antzuola,Municipio
arama,Municipio
aretxabaleta,Municipio
arrasate mondragon,Municipio
asteasu,Municipio
astigarraga,Municipio
ataun,Municipio
azkoitia,Municipio
azpeitia,Municipio
baliarrain,Municipio
beasain,Municipio
beizama,Municipio
belauntza,Municipio
berastegi,Municipio
bergara,Municipio
berrobi,Municipio
bidegoian,Municipio
deba,Municipio
donostia sebastian,Municipio
eibar,Municipio
elduain,Municipio
elgeta,Municipio
elgoibar,Municipio
errenteria,Municipio
errezil,Municipio
eskoriatza,Municipio
ezkio itsaso,Municipio
gabiria,Municipio
gaintza,Municipio
gaztelu,Municipio
getaria,Municipio
hernani,Municipio
hernialde,Municipio
hondarribia,Municipio
ibarra,Municipio
idiazabal,Municipio
ikaztegieta,Municipio
irun,Municipio
irura,Municipio
itsasondo,Municipio
larraul,Municipio
lasarte oria,Municipio
lazkao,Municipio
leaburu,Municipio
legazpi,Municipio
legorreta,Municipio
leintz gatzaga,Municipio
lezo,Municipio
lizartza,Municipio
mendaro,Municipio
mutiloa,Municipio
mutriku,Municipio
oiartzun,Municipio
olaberria,Municipio
onati,Municipio
ordizia,Municipio
orendain,Municipio
orexa,Municipio
orio,Municipio
ormaiztegi,Municipio
pasaia,Municipio
segura,Municipio
soraluze placencia armas,Municipio
tolosa,Municipio
urnieta,Municipio
urretxu,Municipio
usurbil,Municipio
villabona,Municipio
zaldibia,Municipio
zarautz,Municipio
zegama,Municipio
zerain,Municipio
zestoa,Municipio
zizurkil,Municipio
zumaia,Municipio
zumarraga,Municipio
alajar,Municipio
aljaraque,Municipio
almendro,Municipio
almonaster real,Municipio
almonte,Municipio
alosno,Municipio
aracena,Municipio
aroche,Municipio
arroyomolinos leon,Municipio
ayamonte,Municipio
beas,Municipio
berrocal,Municipio
bollullos condado,Municipio
bonares,Municipio
cabezas rubias,Municipio
cala,Municipio
calanas,Municipio
campillo,Municipio
campofrio,Municipio
canaveral leon,Municipio
cartaya,Municipio
castano robledo,Municipio
cerro andevalo,Municipio
chucena,Municipio
corteconcepcion,Municipio
cortegana,Municipio
cortelazor,Municipio
cumbres enmedio,Municipio
cumbres bartolome,Municipio
cumbres mayores,Municipio
encinasola,Municipio
escacena campo,Municipio
fuenteheridos,Municipio
galaroza,Municipio
gibraleon,Municipio
granada tinto,Municipio
granado,Municipio
higuera sierra,Municipio
hinojales,Municipio
hinojos,Municipio
huelva,Municipio
isla cristina,Municipio
jabugo,Municipio
lepe,Municipio
linares sierra,Municipio
lucena puerto,Municipio
manzanilla,Municipio
marines,Municipio
minas riotinto,Municipio
moguer,Municipio
nava,Municipio
nerva,Municipio
niebla,Municipio
palma condado,Municipio
palos frontera,Municipio
paterna campo,Municipio
paymogo,Municipio
puebla guzman,Municipio
puerto moral,Municipio
punta umbria,Municipio
rociana condado,Municipio
rosal frontera,Municipio
bartolome torre,Municipio
juan puerto,Municipio
silvestre guzman,Municipio
sanlucar guadiana,Municipio
santa real,Municipio
santa barbara casa,Municipio
santa olalla cala,Municipio
trigueros,Municipio
valdelarco,Municipio
valverde camino,Municipio
villablanca,Municipio
villalba alcor,Municipio
villanueva cruces,Municipio
villanueva castillejos,Municipio
villarrasa,Municipio
zalamea real,Municipio
zufre,Municipio
abiego,Municipio
abizanda,Municipio
adahuesca,Municipio
aguero,Municipio
ainsa sobrarbe,Municipio
aisa,Municipio
albalate cinca,Municipio
albalatillo,Municipio
albelda,Municipio
albero alto,Municipio
albero,Municipio
alberuela tubo,Municipio
alcala gurrea,Municipio
alcala obispo,Municipio
alcampell,Municipio
alcolea cinca,Municipio
alcubierre,Municipio
alerre,Municipio
alfantega,Municipio
almudevar,Municipio
almunia juan,Municipio
almuniente,Municipio
alquezar,Municipio
altorricon,Municipio
angues,Municipio
anso,Municipio
antillon,Municipio
aragues puerto,Municipio
aren,Municipio
argavieso,Municipio
arguis,Municipio
ayerbe,Municipio
azanuy alins,Municipio
azara,Municipio
azlor,Municipio
baells,Municipio
bailo,Municipio
baldellou,Municipio
ballobar,Municipio
banastas,Municipio
barbastro,Municipio
barbues,Municipio
barbunales,Municipio
barcabo,Municipio
belver cinca,Municipio
benabarre,Municipio
benasque,Municipio
berbegal,Municipio
bielsa,Municipio
bierge,Municipio
biescas,Municipio
binaced,Municipio
binefar,Municipio
bisaurri,Municipio
biscarrues,Municipio
blecua torres,Municipio
boltana,Municipio
bonansa,Municipio
borau,Municipio
broto,Municipio
caldearenas,Municipio
campo,Municipio
camporrells,Municipio
canal berdun,Municipio
candasnos,Municipio
canfranc,Municipio
capdesaso,Municipio
capella,Municipio
casbas huesca,Municipio
castejon monegros,Municipio
castejon,Municipio
castejon puente,Municipio
castelflorite,Municipio
castiello jaca,Municipio
castigaleu,Municipio
castillazuelo,Municipio
castillonroy,Municipio
chalamera,Municipio
chia,Municipio
chimillas,Municipio
colungo,Municipio
esplus,Municipio
estada,Municipio
estadilla,Municipio
estopinan castillo,Municipio
fago,Municipio
fanlo,Municipio
fiscal,Municipio
fonz,Municipio
foradada toscar,Municipio
fraga,Municipio
fueva,Municipio
gistain,Municipio
grado,Municipio
granen,Municipio
graus,Municipio
gurrea gallego,Municipio
jaca,Municipio
costean,Municipio
huerto,Municipio
huesca,Municipio
ibieca,Municipio
igries,Municipio
ilche,Municipio
isabena,Municipio
jaca,Municipio
jasa,Municipio
labuerda,Municipio
laluenga,Municipio
lalueza,Municipio
lanaja,Municipio
laperdiguera,Municipio
lascellas ponzano,Municipio
lascuarre,Municipio
laspaules,Municipio
laspuna,Municipio
loarre,Municipio
loporzano,Municipio
loscorrales,Municipio
lupinen ortilla,Municipio
monesma cajigar,Municipio
monflorite lascasas,Municipio
montanuy,Municipio
monzon,Municipio
naval,Municipio
novales,Municipio
nueno,Municipio
olvena,Municipio
ontinena,Municipio
osso cinca,Municipio
palo,Municipio
panticosa,Municipio
penalba,Municipio
penas riglos,Municipio
peralta alcofea,Municipio
peralta calasanz,Municipio
peraltilla,Municipio
perarrua,Municipio
pertusa,Municipio
piraces,Municipio
plan,Municipio
polenino,Municipio
pozan vero,Municipio
puebla castro,Municipio
puente montanana,Municipio
puente reina jaca,Municipio
puertolas,Municipio
pueyo araguas,Municipio
pueyo santa cruz,Municipio
quicena,Municipio
robres,Municipio
sabinanigo,Municipio
sahun,Municipio
salas altas,Municipio
salas bajas,Municipio
salillas,Municipio
sallent gallego,Municipio
esteban litera,Municipio
juan plan,Municipio
miguel cinca,Municipio
sangarren,Municipio
santa cilia,Municipio
santa cruz seros,Municipio
santa maria dulcis,Municipio
santaliestra quilez,Municipio
sarinena,Municipio
secastilla,Municipio
seira,Municipio
sena,Municipio
senes alcubierre,Municipio
sesa,Municipio
sesue,Municipio
sietamo,Municipio
sopeira,Municipio
sotonera,Municipio
tamarite litera,Municipio
tardienta,Municipio
tella,Municipio
tierz,Municipio
tolva,Municipio
torla,Municipio
torralba aragon,Municipio
torre ribera,Municipio
torrente cinca,Municipio
torres alcanadre,Municipio
torres barbues,Municipio
tramaced,Municipio
valfarta,Municipio
valle bardaji,Municipio
valle,Municipio
valle lierp,Municipio
velilla cinca,Municipio
vencillon,Municipio
veracruz,Municipio
viacamp litera,Municipio
vicien,Municipio
villanova,Municipio
villanua,Municipio
villanueva sigena,Municipio
yebra basa,Municipio
yesero,Municipio
zaidin,Municipio
albanchez magina,Municipio
alcala real,Municipio
alcaudete,Municipio
aldeaquemada,Municipio
andujar,Municipio
arjona,Municipio
arjonilla,Municipio
arquillos,Municipio
arroyo ojanco,Municipio
baeza,Municipio
bailen,Municipio
banos encina,Municipio
beas segura,Municipio
bedmar garciez,Municipio
begijar,Municipio
belmez moraleda,Municipio
benatae,Municipio
cabra santo cristo,Municipio
cambil,Municipio
campillo arenas,Municipio
canena,Municipio
carboneros,Municipio
carcheles,Municipio
carolina,Municipio
castellar,Municipio
castillo locubin,Municipio
cazalilla,Municipio
cazorla,Municipio
chiclana segura,Municipio
chilluevar,Municipio
escanuela,Municipio
espeluy,Municipio
frailes,Municipio
fuensanta martos,Municipio
fuerte,Municipio
genave,Municipio
guardia jaen,Municipio
guarroman,Municipio
higuera calatrava,Municipio
hinojares,Municipio
hornos,Municipio
huelma,Municipio
huesa,Municipio
ibros,Municipio
iruela,Municipio
iznatoraf,Municipio
jabalquinto,Municipio
jaen,Municipio
jamilena,Municipio
jimena,Municipio
jodar,Municipio
lahiguera,Municipio
larva,Municipio
linares,Municipio
lopera,Municipio
lupion,Municipio
mancha real,Municipio
marmolejo,Municipio
martos,Municipio
mengibar,Municipio
montizon,Municipio
navas juan,Municipio
noalejo,Municipio
orcera,Municipio
peal becerro,Municipio
pegalajar,Municipio
porcuna,Municipio
pozo alcon,Municipio
puente genave,Municipio
puerta segura,Municipio
quesada,Municipio
,Municipio
sabiote,Municipio
santa elena,Municipio
santiago calatrava,Municipio
santiago pontones,Municipio
santisteban puerto,Municipio
santo tome,Municipio
segura sierra,Municipio
siles,Municipio
sorihuela guadalimar,Municipio
torre campo,Municipio
torreblascopedro,Municipio
torredonjimeno,Municipio
torreperogil,Municipio
torres,Municipio
torres albanchez,Municipio
ubeda,Municipio
valdepenas jaen,Municipio
vilches,Municipio
villacarrillo,Municipio
villanueva reina,Municipio
villanueva arzobispo,Municipio
villardompardo,Municipio
villares,Municipio
villarrodrigo,Municipio
villatorres,Municipio
acebedo,Municipio
algadefe,Municipio
alija infantado,Municipio
almanza,Municipio
antigua,Municipio
ardon,Municipio
arganza,Municipio
astorga,Municipio
balboa,Municipio
baneza,Municipio
barjas,Municipio
barrios luna,Municipio
bembibre,Municipio
benavides,Municipio
benuza,Municipio
bercianos paramo,Municipio
bercianos real camino,Municipio
berlanga bierzo,Municipio
boca huergano,Municipio
bonar,Municipio
borrenes,Municipio
brazuelo,Municipio
burgo ranero,Municipio
buron,Municipio
bustillo paramo,Municipio
cabanas,Municipio
cabreros,Municipio
cabrillanes,Municipio
cacabelos,Municipio
calzada coto,Municipio
campazas,Municipio
campo villavidel,Municipio
camponaraya,Municipio
candin,Municipio
carmenes,Municipio
carracedelo,Municipio
carrizo,Municipio
carrocera,Municipio
carucedo,Municipio
castilfale,Municipio
castrillo cabrera,Municipio
castrillo valduerna,Municipio
castrocalbon,Municipio
castrocontrigo,Municipio
castropodame,Municipio
castrotierra valmadrigal,Municipio
,Municipio
cebanico,Municipio
cebrones,Municipio
chozas abajo,Municipio
cimanes vega,Municipio
cimanes tejar,Municipio
cistierna,Municipio
congosto,Municipio
corbillos oteros,Municipio
corullon,Municipio
cremenes,Municipio
cuadros,Municipio
cubillas oteros,Municipio
cubillas rueda,Municipio
cubillos,Municipio
destriana,Municipio
encinedo,Municipio
ercina,Municipio
escobar campos,Municipio
fabero,Municipio
folgoso ribera,Municipio
fresno vega,Municipio
fuentes carbajal,Municipio
garrafe torio,Municipio
gordaliza pino,Municipio
gordoncillo,Municipio
gradefes,Municipio
grajal campos,Municipio
gusendos oteros,Municipio
hospital orbigo,Municipio
iguena,Municipio
izagre,Municipio
joarilla matas,Municipio
laguna dalga,Municipio
laguna negrillos,Municipio
leon,Municipio
llamas ribera,Municipio
lucillo,Municipio
luyego,Municipio
magaz cepeda,Municipio
mansilla mulas,Municipio
mansilla,Municipio
marana,Municipio
matadeon oteros,Municipio
matallana torio,Municipio
matanza,Municipio
molinaseca,Municipio
murias paredes,Municipio
noceda bierzo,Municipio
oencia,Municipio
omanas,Municipio
onzonilla,Municipio
oseja sajambre,Municipio
pajares oteros,Municipio
palacios valduerna,Municipio
palacios,Municipio
paramo,Municipio
peranzanes,Municipio
pobladura pelayo garcia,Municipio
pola gordon,Municipio
ponferrada,Municipio
posada valdeon,Municipio
pozuelo paramo,Municipio
prado guzpena,Municipio
priaranza bierzo,Municipio
prioro,Municipio
puebla lillo,Municipio
puente domingo florez,Municipio
quintana castillo,Municipio
quintana marco,Municipio
quintana congosto,Municipio
regueras,Municipio
reyero,Municipio
riano,Municipio
riego vega,Municipio
riello,Municipio
rioseco tapia,Municipio
robla,Municipio
roperuelos paramo,Municipio
sabero,Municipio
sahagun,Municipio
adrian valle,Municipio
andres rabanedo,Municipio
cristobal polantera,Municipio
emiliano,Municipio
esteban nogales,Municipio
justo vega,Municipio
millan caballeros,Municipio
pedro bercianos,Municipio
sancedo,Municipio
santa colomba curueno,Municipio
santa colomba somoza,Municipio
santa cristina valmadrigal,Municipio
santa elena jamuz,Municipio
santa maria isla,Municipio
santa maria ordas,Municipio
santa maria monte,Municipio
santa maria paramo,Municipio
santa marina,Municipio
santas martas,Municipio
santiago millas,Municipio
santovenia valdoncina,Municipio
sariegos,Municipio
sena luna,Municipio
sobrado,Municipio
soto vega,Municipio
soto amio,Municipio
toral guzmanes,Municipio
toreno,Municipio
torre bierzo,Municipio
trabadelo,Municipio
truchas,Municipio
turcia,Municipio
urdiales paramo,Municipio
lorenzo,Municipio
valdefresno,Municipio
valdefuentes paramo,Municipio
valdelugueros,Municipio
valdemora,Municipio
valdepielago,Municipio
valdepolo,Municipio
valderas,Municipio
valderrey,Municipio
valderrueda,Municipio
valdesamario,Municipio
valdevimbre,Municipio
valencia juan,Municipio
vallecillo,Municipio
valverde virgen,Municipio
valverde enrique,Municipio
vecilla,Municipio
vega espinareda,Municipio
vega infanzones,Municipio
vega valcarce,Municipio
vegacervera,Municipio
vegaquemada,Municipio
vegas condado,Municipio
villablino,Municipio
villabraz,Municipio
villadangos paramo,Municipio
villadecanes,Municipio
villademor vega,Municipio
villafranca bierzo,Municipio
villagaton,Municipio
villamandos,Municipio
villamanin,Municipio
villamanan,Municipio
villamartin sancho,Municipio
villamejil,Municipio
villamol,Municipio
villamontan valduerna,Municipio
villamoratiel matas,Municipio
villanueva manzanas,Municipio
villaobispo otero,Municipio
villaornate castro,Municipio
villaquejida,Municipio
villaquilambre,Municipio
villarejo orbigo,Municipio
villares orbigo,Municipio
villasabariego,Municipio
villaselan,Municipio
villaturiel,Municipio
villazala,Municipio
villazanzo valderaduey,Municipio
zotes paramo,Municipio
abella conca,Municipio
ager,Municipio
agramunt,Municipio
aitona,Municipio
alamus,Municipio
alas cerc,Municipio
albages,Municipio
albatarrec,Municipio
albesa,Municipio
albi,Municipio
alcano,Municipio
alcarras,Municipio
alcoletge,Municipio
alfarras,Municipio
alfes,Municipio
algerri,Municipio
alguaire,Municipio
alins,Municipio
almacelles,Municipio
almatret,Municipio
almenar,Municipio
alos balaguer,Municipio
alpicat,Municipio
aneu,Municipio
anglesola,Municipio
arbeca,Municipio
arres,Municipio
arseguel,Municipio
artesa lleida,Municipio
artesa segre,Municipio
aspa,Municipio
avellanes santa linya,Municipio
baix pallars,Municipio
balaguer,Municipio
barbens,Municipio
baronia rialb,Municipio
bassella,Municipio
bausen,Municipio
belianes,Municipio
bellaguarda,Municipio
bellcaire,Municipio
bell lloc,Municipio
bellmunt,Municipio
bellpuig,Municipio
bellver cerdanya,Municipio
bellvis,Municipio
benavent segria,Municipio
biosca,Municipio
bordes,Municipio
borges blanques,Municipio
bossost,Municipio
bovera,Municipio
cabanabona,Municipio
cabo,Municipio
camarasa,Municipio
canejan,Municipio
castell,Municipio
castellar ribera,Municipio
castelldans,Municipio
castellnou seana,Municipio
castello farfanya,Municipio
castellsera,Municipio
cava,Municipio
cervera,Municipio
cervia garrigues,Municipio
ciutadilla,Municipio
clariana cardener,Municipio
cogul,Municipio
coll nargo,Municipio
coma pedra,Municipio
conca dalt,Municipio
corbins,Municipio
cubells,Municipio
espluga calba,Municipio
